71421050, boat
04038009, car
60845760, sofa
37163877, car
54500259, bottle
12572801, car
24300549, bottle
71076018, bottle
30999078, car
11101634, car
36461114, boat
40225907, car
44114368, car
42711913, car
67477585, boat
98354442, boat
87802782, sofa
01071437, car
25945567, boat
31559454, car
57876785, car
84365619, boat
27193994, car
81144090, car
31912332, boat
68878735, car
88336714, car
30829786, car
29135690, car
03490290, car
95580451, person
25661027, car
85984523, car
01834777, aeroplane
13411397, car
52508739, car
69274308, car
57787894, car
18539637, car
41897994, car
30130451, sofa
63371062, train
31500451, sofa
17583908, car
75981633, car
54952604, car
35931761, car
83725497, sofa
18311534, car
95742737, sofa
50523274, car
96852153, car
58167927, car
61815144, aeroplane
68493927, car
22390495, boat
10365112, sofa
15042626, car
42429332, car
72983047, car
47728138, car
38829715, car
97779253, car
12195269, car
16798133, car
94419777, car
97627707, car
04522782, car
92269896, car
91821939, car
40734586, car
16323507, boat
01659579, car
38562799, car
36573890, car
20788530, car
17865755, car
25929816, car
74705218, car
33729931, car
06665425, car
94313434, car
89157430, car
71047365, car
50889086, car
26201226, car
75859848, car
27307969, car
25750693, car
98735773, car
38626836, car
92175482, car
91550110, car
07493572, car
27235321, car
38848511, car
06213731, car
44173558, car
02807269, car
00770043, car
94116391, car
70661460, car
28422284, car
19828654, car
19786697, sofa
14260354, car
12379955, car
16490677, car
74994135, sofa
62952118, car
76063429, train
49178019, car
00361410, boat
74984776, car
74191534, boat
36080709, sofa
16043819, bottle
39420073, sofa
89416097, car
39852946, boat
36637855, sofa
74464695, car
59082872, car
79503936, car
02571282, car
27200855, car
65041873, car
17356841, car
14581398, bottle
25049826, car
99978911, car
18386696, car
19326736, car
52658670, car
94610911, car
49047789, bottle
21237363, car
08818231, car
43757668, car
76825967, car
47492775, car
51160622, car
55186071, car
94181132, car
21731307, car
85130954, car
30692424, car
07002641, car
52425256, car
44230470, car
57988606, car
34915724, car
03506741, car
95294922, car
69620985, car
99884646, car
78566477, car
78545245, car
78206562, car
87561905, car
37806905, car
95542924, car
77163869, car
64202072, car
20493361, car
33813177, car
00272770, car
61312309, car
10915003, car
08398880, car
24739946, car
91755841, car
06260492, car
46763019, car
94431225, car
05028480, car
67926031, car
25419876, car
93417684, car
86655873, car
04407673, car
56717524, car
62153200, car
76941854, car
87847250, car
28084803, car
33949974, car
25937190, car
83272464, car
23876264, car
27911241, car
36733519, car
18188839, car
02982931, car
82443297, car
32228004, car
15574528, car
66863957, car
28392933, car
52330169, car
66549191, car
33753607, car
51255488, car
82038520, boat
66277108, train
98754838, car
35159864, car
45411248, bottle
70394065, aeroplane
82527603, car
49049168, sofa
35186632, train
50172570, sofa
15279969, car
22794038, sofa
79389224, car
20755099, sofa
89888269, car
94994455, car
64456839, car
11551247, car
34568246, car
99446419, boat
89980916, car
17180530, car
30039815, car
55727556, car
49335117, car
68308223, car
84967464, car
96585190, car
59006442, car
72847144, car
75159348, car
45698210, car
41368387, car
24650330, car
53071175, car
59472295, car
04862985, car
93167407, car
09687335, car
91139053, car
38563389, car
22116310, car
63014378, car
25364113, car
93641364, car
74593431, car
44827991, car
73356382, car
50990165, car
29095696, car
16111575, car
15249291, car
50452436, car
63640419, car
92802354, car
17685364, car
43241359, car
20254510, car
99849474, car
78560350, car
25046825, car
48194789, car
60981957, car
00074265, car
08786667, car
35607119, car
26295303, car
33755093, car
79161950, car
18508281, car
66239267, car
41255392, car
92680976, car
34028969, car
09946005, car
48136724, car
29294034, car
96125724, car
59898021, car
41809426, car
06614115, car
49530235, car
62258677, car
90719070, car
54078375, car
66874613, car
31403407, car
75520420, car
33868310, car
86368337, car
64047251, car
45391905, boat
08449218, car
53625710, car
56969594, car
17360714, car
95810909, car
35859451, car
74407730, car
69569079, car
34411826, car
03790439, car
99188049, car
01982474, car
03987722, car
28370075, car
20008654, car
46663252, car
80546644, car
52049854, car
22863626, car
45348212, car
04857779, car
39808133, car
00365964, car
31895412, car
13516694, car
58443854, car
88496253, car
17561387, car
25888504, car
52305181, car
86820481, car
73390287, car
43551930, car
27275569, car
40229727, car
10375120, car
83880522, car
08008889, boat
77065376, car
12939864, car
38130271, car
49041913, car
62316259, car
48512686, car
73625486, car
42122671, car
33649266, car
96402021, car
51350523, car
57176029, car
18515789, car
04943249, car
02779006, car
41113188, car
76133515, car
53316491, car
01587795, car
45022199, car
03491367, car
94988472, car
77537097, car
97177448, car
13762131, car
36869917, car
66622275, car
97097563, car
97888418, car
23514066, car
28113505, car
80657749, car
45652503, car
68086632, car
45406424, car
13991852, car
24568552, car
02637645, car
87083322, car
07473895, car
74987280, car
99954977, car
48916091, car
84920678, car
41316704, car
19460415, car
49005544, car
